time,latitude,longitude,depth,magnitude,region,rms,gap,dmin,nst,horizontalError,depthError,magError,magNst
2021-07-25 22:00:00,15.0229,-61.703,31.87,2.33,Caribbean Arc,1.337,320.5,4.794,93,18.13,3.59,0.107,3
2021-07-27 00:00:00,56.7557,-169.4704,51.51,2.33,Aleutian Arc,1.067,247.4,0.042,85,17.34,1.81,0.38,66
2021-07-27 05:00:00,-0.1448,103.2583,36.81,4.04,Sumatra Fault,0.112,42.7,3.766,56,8.17,2.27,0.087,64
2021-07-27 11:00:00,40.7953,33.7407,21.89,2.29,Anatolian Fault,0.791,146.9,4.44,100,1.63,14.79,0.123,19
2021-07-27 17:00:00,36.6951,29.9093,23.28,2.3,Anatolian Fault,0.47,238.4,4.077,94,15.24,2.9,0.053,56
2021-07-27 21:00:00,26.1462,77.8535,44.91,2.84,Himalayan Belt,0.194,267.5,1.057,108,4.18,2.94,0.028,39
2021-07-28 01:00:00,36.514,-90.8701,7.41,4.71,New Madrid Zone,1.255,200.0,1.108,43,7.69,14.6,0.013,78
2021-07-29 17:00:00,30.2419,82.8563,42.08,2.29,Himalayan Belt,1.017,259.5,4.943,58,7.45,12.8,0.097,5
2021-07-29 19:00:00,29.1771,145.7309,28.21,6.69,Pacific Ring,1.094,22.4,2.596,9,11.43,13.82,0.485,44
2021-07-29 19:00:00,18.4455,-62.809,34.87,2.05,Caribbean Arc,0.422,59.8,0.394,85,6.86,10.9,0.042,27
2021-07-29 22:00:00,43.0231,30.8434,22.39,2.92,Anatolian Fault,0.682,119.0,0.252,90,14.95,10.09,0.325,21
2021-07-30 00:00:00,0.6084,105.9935,54.99,3.13,Sumatra Fault,1.347,154.1,0.321,59,11.12,8.29,0.088,63
2021-07-30 16:00:00,30.2495,79.3708,24.71,2.79,Himalayan Belt,0.502,215.5,1.496,11,0.15,1.61,0.398,77
2021-07-31 02:00:00,48.484,-119.4121,33.83,2.07,Cascadia Zone,0.699,129.1,0.461,69,9.63,1.66,0.31,59
2021-07-31 02:00:00,36.6226,33.9508,9.13,2.82,Anatolian Fault,0.568,274.4,0.542,13,14.59,7.48,0.347,36
2021-07-31 07:00:00,35.98,33.8763,26.18,2.06,Anatolian Fault,1.0,218.8,3.254,77,2.7,3.6,0.313,4
2021-07-31 16:00:00,37.4254,37.4651,9.58,2.8,Anatolian Fault,0.447,274.6,3.138,7,12.21,7.42,0.106,79
2021-07-31 17:00:00,46.0923,-125.8415,21.76,2.24,Cascadia Zone,1.07,174.6,0.498,58,1.72,10.26,0.397,77
2021-07-31 18:00:00,51.8885,-169.9998,60.62,2.09,Aleutian Arc,0.908,308.3,1.775,32,9.58,10.34,0.285,13
2021-08-01 19:00:00,0.4203,97.8266,47.98,2.78,Sumatra Fault,0.812,168.7,1.036,59,3.87,0.76,0.193,4
2021-08-01 19:00:00,30.6267,80.9276,15.13,2.38,Himalayan Belt,1.219,64.0,0.562,111,15.05,8.89,0.387,36
2021-08-01 22:00:00,30.5215,85.6791,35.22,3.31,Himalayan Belt,0.384,161.3,3.483,66,0.47,14.31,0.424,23
2021-08-02 10:00:00,16.7553,-65.2124,22.71,2.11,Caribbean Arc,0.138,227.6,3.369,61,3.58,1.61,0.164,38
2021-08-03 00:00:00,-0.4606,98.1039,41.37,2.09,Sumatra Fault,0.47,194.1,2.592,111,11.03,8.79,0.207,76
2021-08-03 00:00:00,0.1458,105.925,51.38,3.0,Sumatra Fault,0.549,78.4,0.662,25,18.69,2.55,0.365,17
2021-08-03 09:00:00,36.4189,28.124,18.31,2.43,Anatolian Fault,0.516,119.0,3.719,10,18.07,12.8,0.337,48
2021-08-03 10:00:00,1.7144,105.2645,42.59,2.31,Sumatra Fault,0.376,38.4,4.598,60,10.21,9.18,0.231,37
2021-08-03 17:00:00,-3.619,101.7041,34.76,2.57,Sumatra Fault,0.912,230.0,1.766,41,12.27,2.08,0.134,6
2021-08-03 20:00:00,-7.0336,98.4793,59.73,3.59,Sumatra Fault,0.525,161.4,3.144,95,18.93,1.93,0.104,46
2021-08-03 22:00:00,28.7524,146.9255,20.92,3.0,Pacific Ring,0.299,218.6,4.76,117,17.78,12.13,0.113,15
2021-08-04 17:00:00,50.9323,-122.815,11.79,2.02,Cascadia Zone,0.961,193.2,0.341,43,7.25,10.6,0.215,47
2021-08-05 05:00:00,52.0957,-172.6151,34.59,2.14,Aleutian Arc,0.656,317.8,2.324,62,18.57,7.57,0.256,30
2021-08-05 14:00:00,28.9109,145.7998,22.69,3.07,Pacific Ring,0.686,162.5,0.279,64,10.14,2.33,0.061,12
2021-08-07 18:00:00,33.8355,-92.7428,10.37,2.79,New Madrid Zone,0.527,281.4,2.61,78,5.64,12.23,0.316,69
2021-08-08 05:00:00,36.0372,34.4647,23.12,2.35,Anatolian Fault,1.059,174.0,1.69,76,19.56,6.46,0.202,38
2021-08-08 10:00:00,38.8179,-93.7757,9.53,2.72,New Madrid Zone,0.318,162.8,2.836,63,11.53,9.97,0.196,7
2021-08-08 21:00:00,28.6651,151.3259,42.93,2.24,Pacific Ring,1.127,137.8,0.821,37,18.67,5.43,0.063,9
2021-08-09 08:00:00,-3.169,99.3606,55.81,3.74,Sumatra Fault,1.078,157.1,1.886,23,16.09,5.78,0.349,26
2021-08-09 10:00:00,31.7296,-86.4358,8.83,2.23,New Madrid Zone,1.088,150.3,0.205,109,14.64,4.15,0.253,5
2021-08-09 23:00:00,43.114,-123.8307,34.13,4.34,Cascadia Zone,1.221,24.9,0.566,38,12.91,13.26,0.123,13
2021-08-09 23:00:00,-0.628,106.4494,51.32,2.76,Sumatra Fault,0.528,21.1,1.775,51,14.69,12.9,0.482,30
2021-08-10 12:00:00,15.5023,-65.5659,28.99,5.63,Caribbean Arc,1.247,311.8,1.148,29,12.26,6.22,0.422,72
2021-08-10 16:00:00,11.2064,-60.7924,29.96,2.22,Caribbean Arc,1.311,260.1,3.324,95,2.17,3.14,0.029,14
2021-08-12 09:00:00,35.6488,-92.9886,17.69,2.95,New Madrid Zone,1.412,204.5,0.038,105,5.77,7.58,0.11,25
2021-08-13 14:00:00,37.6221,-90.3253,19.17,2.5,New Madrid Zone,1.15,319.1,2.195,46,8.66,4.92,0.33,74
2021-08-13 17:00:00,29.7783,79.5281,40.34,2.4,Himalayan Belt,1.459,334.1,2.179,12,18.06,1.99,0.463,59
2021-08-13 21:00:00,30.4689,80.2433,35.29,3.08,Himalayan Belt,1.056,209.9,2.151,36,15.39,3.47,0.349,20
2021-08-13 23:00:00,32.703,146.9083,33.02,3.44,Pacific Ring,0.863,163.5,3.763,79,17.51,11.02,0.079,50
2021-08-14 02:00:00,-6.3084,106.7746,54.87,2.83,Sumatra Fault,0.418,199.4,3.478,64,19.81,9.21,0.192,62
2021-08-14 06:00:00,35.315,32.0288,27.68,2.56,Anatolian Fault,1.357,138.7,1.835,15,7.05,11.22,0.424,58
2021-08-14 07:00:00,22.0568,80.59,30.39,2.83,Himalayan Belt,1.445,312.1,0.553,35,16.68,12.38,0.145,59
2021-08-15 02:00:00,29.7084,147.0595,33.58,2.39,Pacific Ring,1.487,200.6,3.238,110,7.54,2.58,0.149,34
2021-08-15 07:00:00,-2.4931,105.1679,58.59,3.89,Sumatra Fault,0.791,33.2,4.922,49,3.13,10.03,0.149,48
2021-08-15 13:00:00,32.6526,-90.4635,8.96,2.69,New Madrid Zone,0.711,38.6,4.878,53,17.04,1.2,0.407,16
2021-08-15 14:00:00,45.3736,-122.2816,22.46,4.59,Cascadia Zone,1.071,148.5,0.155,112,18.99,14.24,0.472,65
2021-08-15 18:00:00,32.1627,-88.6359,11.56,2.37,New Madrid Zone,1.32,349.6,3.043,51,4.58,3.93,0.245,31
2021-08-15 19:00:00,10.1254,-63.4346,21.62,2.26,Caribbean Arc,0.881,154.1,1.479,54,5.89,3.4,0.182,49
2021-08-16 05:00:00,31.7914,-87.9526,5.4,2.83,New Madrid Zone,1.126,347.1,1.308,42,6.89,11.0,0.467,78
2021-08-16 05:00:00,47.3631,-119.9741,32.48,2.3,Cascadia Zone,0.707,146.3,0.543,20,16.76,11.27,0.197,66
2021-08-16 13:00:00,31.3213,81.5231,37.03,2.83,Himalayan Belt,0.524,86.1,2.717,55,7.86,10.12,0.348,6
2021-08-16 17:00:00,-7.4695,97.6002,52.45,4.36,Sumatra Fault,0.7,299.0,3.647,71,6.46,3.05,0.215,25
2021-08-16 20:00:00,40.2526,28.8773,15.45,2.19,Anatolian Fault,0.768,21.4,4.879,45,5.24,3.41,0.088,79
2021-08-17 05:00:00,12.6284,-62.6484,28.74,3.75,Caribbean Arc,1.149,152.7,4.979,24,8.06,12.5,0.131,60
2021-08-17 09:00:00,41.0869,35.7715,12.48,2.56,Anatolian Fault,1.151,75.0,2.294,23,12.7,11.61,0.418,59
2021-08-17 23:00:00,30.4426,146.3323,20.16,2.4,Pacific Ring,1.096,292.8,4.634,52,14.84,1.21,0.038,12
2021-08-18 01:00:00,30.8584,146.4958,40.03,7.74,Pacific Ring,0.74,116.8,0.47,31,11.12,11.33,0.44,64
2021-08-18 02:00:00,50.5962,-169.831,58.96,3.2,Aleutian Arc,0.964,177.0,2.814,38,3.25,9.14,0.033,8
2021-08-18 19:00:00,34.5649,37.8884,28.67,2.24,Anatolian Fault,0.514,84.2,3.425,95,8.19,0.98,0.207,43
2021-08-19 05:00:00,29.3397,151.1873,47.03,2.96,Pacific Ring,0.573,216.7,3.143,91,11.49,3.04,0.295,25
2021-08-19 18:00:00,37.2574,-89.9748,6.01,3.13,New Madrid Zone,0.808,248.7,1.047,83,3.31,5.95,0.043,66
2021-08-20 09:00:00,17.3328,-60.3334,18.15,2.19,Caribbean Arc,0.785,51.7,1.984,64,16.56,1.23,0.181,66
2021-08-20 09:00:00,39.568,35.0873,10.96,4.02,Anatolian Fault,1.429,132.0,0.55,63,1.81,14.55,0.029,61
2021-08-20 12:00:00,30.3636,79.5639,17.28,2.04,Himalayan Belt,0.536,166.4,4.095,33,6.24,12.7,0.251,66
2021-08-20 12:00:00,31.332,-93.1841,12.22,2.63,New Madrid Zone,0.714,328.2,2.678,84,17.94,2.29,0.123,11
2021-08-21 21:00:00,47.0095,-119.6782,16.93,2.62,Cascadia Zone,0.235,294.9,1.724,80,19.91,7.18,0.115,19
2021-08-22 05:00:00,49.7925,-125.3752,11.61,2.38,Cascadia Zone,0.272,175.6,3.14,102,4.67,12.28,0.125,55
2021-08-22 07:00:00,37.4513,-93.0967,19.32,2.44,New Madrid Zone,1.224,63.8,3.264,8,2.13,10.87,0.086,37
2021-08-22 10:00:00,40.5291,-91.3141,19.34,4.45,New Madrid Zone,1.162,305.4,4.019,42,16.27,4.77,0.435,22
2021-08-22 15:00:00,30.1446,145.8506,36.47,2.57,Pacific Ring,0.644,99.3,0.484,41,2.02,2.74,0.494,37
2021-08-22 22:00:00,48.9847,-125.5404,24.29,2.66,Cascadia Zone,0.694,102.8,1.277,104,3.21,1.93,0.058,8
2021-08-23 00:00:00,17.2566,-60.9481,27.79,3.72,Caribbean Arc,0.962,280.4,4.746,48,11.58,1.39,0.186,34
2021-08-23 02:00:00,25.6517,150.1326,23.71,2.98,Pacific Ring,0.747,112.3,0.171,81,17.42,11.03,0.448,74
2021-08-23 06:00:00,22.5807,85.824,24.51,3.23,Himalayan Belt,0.918,193.5,0.915,37,10.53,11.86,0.222,18
2021-08-23 12:00:00,42.9967,-121.8577,24.81,2.06,Cascadia Zone,0.339,41.5,4.745,116,16.19,4.64,0.058,55
2021-08-24 03:00:00,49.6811,-119.0316,27.29,2.92,Cascadia Zone,0.651,194.3,2.703,104,4.45,3.77,0.113,47
2021-08-24 14:00:00,23.839,86.9515,15.97,2.94,Himalayan Belt,1.181,226.6,1.164,73,19.5,12.74,0.232,39
2021-08-24 17:00:00,29.9452,154.1299,31.31,2.3,Pacific Ring,0.974,164.9,2.438,115,14.68,1.75,0.114,78
2021-08-25 04:00:00,33.8588,147.3468,23.4,2.07,Pacific Ring,1.101,143.0,3.402,86,18.71,1.07,0.104,8
2021-08-25 09:00:00,34.6367,-88.0006,5.73,2.72,New Madrid Zone,1.101,317.5,1.422,108,13.26,1.26,0.196,39
2021-08-26 00:00:00,12.2315,-63.8915,26.76,5.59,Caribbean Arc,0.525,230.7,3.128,73,3.27,9.56,0.221,4
2021-08-26 05:00:00,32.045,153.9305,45.24,2.15,Pacific Ring,0.935,120.2,0.929,27,3.63,12.11,0.083,23
2021-08-26 16:00:00,43.2902,31.7797,18.2,2.11,Anatolian Fault,0.503,72.9,2.727,66,1.61,10.5,0.316,17
2021-08-26 20:00:00,30.3759,79.7964,16.61,2.16,Himalayan Belt,0.95,105.9,3.639,93,18.42,8.82,0.392,60
2021-08-27 02:00:00,10.9875,-59.2246,26.89,4.39,Caribbean Arc,0.904,165.4,2.319,114,2.86,6.75,0.331,36
2021-08-27 13:00:00,-3.3642,102.2967,58.86,4.82,Sumatra Fault,0.154,222.0,0.457,86,7.86,12.58,0.472,35
2021-08-27 14:00:00,15.7547,-57.7371,13.83,2.69,Caribbean Arc,1.046,249.6,3.648,79,1.98,10.46,0.365,79
2021-08-27 15:00:00,32.4647,-86.8026,19.42,2.15,New Madrid Zone,0.435,28.5,4.163,63,0.58,13.44,0.272,59
2021-08-27 16:00:00,50.0872,-121.7853,30.1,2.85,Cascadia Zone,0.954,30.3,2.232,104,9.83,6.59,0.268,32
2021-08-27 20:00:00,39.9696,33.6905,8.78,2.86,Anatolian Fault,0.368,110.2,3.205,58,17.17,5.2,0.141,78
2021-08-28 11:00:00,44.8711,-120.0888,16.45,4.14,Cascadia Zone,1.185,177.5,1.153,54,7.69,5.06,0.114,61
2021-08-28 11:00:00,25.2535,151.9005,29.48,2.07,Pacific Ring,0.437,147.6,0.412,21,6.03,1.44,0.456,3
2021-08-28 14:00:00,57.9717,-168.094,62.48,2.2,Aleutian Arc,0.317,278.6,0.701,46,9.59,12.1,0.32,60
2021-08-28 20:00:00,30.7193,148.5687,25.76,2.08,Pacific Ring,0.631,311.4,1.123,40,19.41,8.39,0.18,69
2021-08-29 10:00:00,13.9656,-64.8878,10.96,3.28,Caribbean Arc,1.092,237.9,0.58,38,2.68,12.66,0.376,18
2021-08-29 17:00:00,28.7155,149.1024,29.53,2.69,Pacific Ring,0.79,296.5,4.502,59,4.87,14.18,0.37,52
2021-08-29 20:00:00,25.3735,79.4547,17.13,4.4,Himalayan Belt,1.476,300.6,4.349,73,1.71,13.71,0.068,42
2021-08-29 21:00:00,22.4079,82.121,17.94,2.19,Himalayan Belt,0.424,267.2,2.576,30,9.93,0.11,0.433,3
2021-08-30 00:00:00,-6.7958,105.9746,27.78,2.51,Sumatra Fault,0.883,51.8,3.997,116,3.71,13.44,0.283,75
2021-08-30 02:00:00,25.4976,79.6618,44.03,2.92,Himalayan Belt,1.13,130.1,4.844,22,9.21,2.27,0.397,11
2021-08-30 12:00:00,34.9164,29.1227,23.99,5.47,Anatolian Fault,1.102,271.5,1.321,10,0.14,5.32,0.128,7
2021-08-30 14:00:00,38.6067,-92.2183,13.81,5.4,New Madrid Zone,0.956,263.0,1.673,85,18.33,0.26,0.436,19
2021-08-30 23:00:00,48.2151,-126.1187,31.16,3.58,Cascadia Zone,1.248,153.4,1.115,63,11.02,8.12,0.287,76
2021-08-31 04:00:00,-6.3399,104.7695,57.77,2.42,Sumatra Fault,0.146,272.7,2.803,82,2.95,12.16,0.135,55
2021-08-31 12:00:00,43.1122,28.507,26.0,2.97,Anatolian Fault,1.482,212.3,3.987,22,16.2,11.44,0.484,75
2021-09-01 10:00:00,49.7653,-166.9685,43.66,4.06,Aleutian Arc,0.622,33.4,1.17,107,16.38,8.67,0.238,52
2021-09-01 11:00:00,-3.0511,100.5396,35.85,2.57,Sumatra Fault,0.335,274.5,2.881,35,10.07,14.45,0.02,18
2021-09-02 03:00:00,48.0114,-123.0412,28.43,7.73,Cascadia Zone,1.009,143.4,0.063,114,15.47,10.46,0.025,61
2021-09-02 06:00:00,28.5505,148.3862,20.35,7.28,Pacific Ring,0.692,51.9,3.499,37,19.77,14.26,0.37,77
2021-09-02 12:00:00,43.5947,-122.4589,19.29,4.66,Cascadia Zone,1.327,193.9,0.458,58,16.46,2.99,0.055,28
2021-09-02 23:00:00,49.958,-124.2536,16.83,2.43,Cascadia Zone,0.714,259.8,4.476,82,4.17,14.0,0.14,14
2021-09-04 00:00:00,32.1475,145.6845,32.53,2.15,Pacific Ring,1.414,238.4,0.393,45,11.06,6.11,0.418,65
2021-09-04 06:00:00,34.8606,-90.7546,5.79,2.93,New Madrid Zone,1.329,185.9,0.049,12,5.49,2.17,0.388,11
2021-09-04 16:00:00,38.9844,32.9431,20.95,2.54,Anatolian Fault,1.33,335.3,2.922,9,19.39,10.62,0.175,14
2021-09-05 13:00:00,1.3263,105.9452,31.65,2.5,Sumatra Fault,0.234,137.0,1.263,110,17.06,8.74,0.265,74
2021-09-05 14:00:00,31.7699,81.4148,21.24,2.54,Himalayan Belt,0.817,229.6,3.313,19,6.37,11.26,0.329,9
2021-09-05 19:00:00,-3.2264,106.9702,39.29,2.24,Sumatra Fault,0.431,54.8,0.26,7,8.68,6.46,0.101,63
2021-09-05 20:00:00,24.8644,77.4343,38.65,4.64,Himalayan Belt,0.775,304.1,1.209,50,10.2,0.84,0.347,17
2021-09-06 05:00:00,27.7106,81.6222,41.09,2.05,Himalayan Belt,1.313,33.5,2.487,72,3.9,3.86,0.395,46
2021-09-06 12:00:00,54.777,-168.4155,31.76,2.97,Aleutian Arc,0.702,317.4,1.649,12,13.47,9.12,0.495,20
2021-09-06 14:00:00,31.5277,-87.0799,11.87,2.31,New Madrid Zone,0.454,210.6,1.802,99,16.43,7.21,0.182,30
2021-09-06 20:00:00,38.3394,30.7783,27.14,3.11,Anatolian Fault,0.845,50.3,2.231,119,16.72,13.41,0.413,10
2021-09-07 00:00:00,32.8151,-93.8602,16.58,4.5,New Madrid Zone,0.363,114.1,2.385,114,5.02,11.0,0.225,25
2021-09-07 01:00:00,39.8587,35.092,9.99,3.51,Anatolian Fault,0.563,246.2,3.231,73,3.74,4.51,0.496,36
2021-09-07 03:00:00,38.387,30.3701,14.76,2.65,Anatolian Fault,1.176,100.1,0.947,28,18.7,2.54,0.179,40
2021-09-07 15:00:00,11.2061,-64.3444,34.61,3.95,Caribbean Arc,0.714,28.6,1.643,53,9.77,13.95,0.063,42
2021-09-08 06:00:00,43.4539,-121.761,20.15,2.26,Cascadia Zone,1.491,140.5,2.766,42,17.55,12.98,0.098,72
2021-09-08 07:00:00,32.1128,148.5607,20.97,2.06,Pacific Ring,0.507,75.6,2.766,37,1.56,2.98,0.391,68
2021-09-08 15:00:00,28.1935,145.9451,23.15,2.18,Pacific Ring,0.248,208.1,2.946,108,12.56,14.79,0.025,57
2021-09-09 04:00:00,45.5492,-121.4936,17.18,2.75,Cascadia Zone,1.463,218.6,2.25,7,6.28,5.44,0.244,63
2021-09-09 07:00:00,52.4378,-169.2915,56.35,2.05,Aleutian Arc,1.259,72.0,2.976,73,3.37,1.94,0.49,33
2021-09-09 15:00:00,26.5258,85.7614,26.96,3.28,Himalayan Belt,0.621,48.7,0.117,54,9.68,12.36,0.213,24
2021-09-09 18:00:00,44.1807,-124.5419,13.81,2.46,Cascadia Zone,1.46,204.2,2.668,9,16.82,0.77,0.454,44
2021-09-10 06:00:00,42.0967,-126.2515,19.35,2.83,Cascadia Zone,1.441,129.2,3.807,66,4.48,9.27,0.484,12
2021-09-10 07:00:00,17.8399,-63.9625,19.22,2.17,Caribbean Arc,0.89,292.7,4.852,118,2.23,8.34,0.397,53
2021-09-10 16:00:00,0.8447,97.8537,40.55,4.27,Sumatra Fault,0.509,158.9,3.536,116,17.87,5.2,0.499,3
2021-09-12 02:00:00,43.7303,-124.5549,13.43,4.27,Cascadia Zone,0.361,78.5,4.366,90,13.22,6.16,0.138,78
2021-09-12 06:00:00,41.2455,-118.7375,18.16,3.39,Cascadia Zone,0.716,266.2,4.806,42,14.99,4.79,0.424,36
2021-09-13 21:00:00,39.002,32.9377,28.33,2.92,Anatolian Fault,0.474,307.5,0.132,69,7.74,9.1,0.186,58
2021-09-14 12:00:00,36.3074,-93.3457,18.63,3.32,New Madrid Zone,1.397,347.9,0.825,91,11.64,6.97,0.489,68
2021-09-15 17:00:00,31.0078,78.2942,38.87,2.57,Himalayan Belt,1.169,254.3,0.692,18,18.49,1.28,0.117,36
2021-09-15 23:00:00,40.6991,32.1791,20.48,2.26,Anatolian Fault,0.82,285.4,4.514,20,13.85,14.26,0.46,67
2021-09-16 03:00:00,43.0006,30.0161,28.59,3.4,Anatolian Fault,0.691,335.6,2.225,62,15.65,4.34,0.153,62
2021-09-16 04:00:00,11.9826,-60.5214,23.39,2.47,Caribbean Arc,0.803,130.5,3.447,37,12.9,14.36,0.367,35
2021-09-16 07:00:00,26.3664,78.8617,41.6,3.72,Himalayan Belt,0.166,225.3,3.109,55,13.19,12.88,0.381,39
2021-09-16 09:00:00,25.5457,81.1423,25.03,2.29,Himalayan Belt,0.888,172.7,0.488,96,3.58,1.81,0.315,33
2021-09-17 04:00:00,41.6645,-124.2908,19.94,2.7,Cascadia Zone,1.359,129.0,4.251,15,0.93,7.61,0.039,33
2021-09-17 06:00:00,40.869,29.7175,15.7,5.59,Anatolian Fault,0.952,235.5,2.319,24,3.1,10.34,0.443,26
2021-09-17 21:00:00,57.9918,-174.0567,40.65,2.38,Aleutian Arc,1.143,268.1,0.053,79,12.65,7.81,0.196,64
2021-09-18 00:00:00,56.13,-165.6493,60.61,2.87,Aleutian Arc,1.421,227.3,1.295,78,17.61,8.55,0.256,59
2021-09-18 12:00:00,55.3953,-173.1985,49.2,3.05,Aleutian Arc,0.479,341.7,0.6,17,4.66,11.33,0.028,79
2021-09-18 22:00:00,35.5869,-88.6992,17.07,3.54,New Madrid Zone,0.684,281.5,4.742,6,11.8,13.0,0.33,64
2021-09-20 00:00:00,28.8446,82.3829,15.44,3.33,Himalayan Belt,0.21,266.7,2.615,28,11.23,8.97,0.461,60
2021-09-20 10:00:00,-3.9788,97.2944,51.37,6.3,Sumatra Fault,1.299,190.6,1.166,6,13.1,7.45,0.393,56
2021-09-20 13:00:00,31.9029,145.0005,47.95,2.96,Pacific Ring,1.031,205.3,4.285,75,18.16,8.78,0.094,73
2021-09-20 13:00:00,27.5884,83.8882,33.31,3.44,Himalayan Belt,0.631,49.9,4.278,102,0.21,12.63,0.084,28
2021-09-20 21:00:00,30.4008,86.789,37.66,4.08,Himalayan Belt,0.84,258.1,0.188,12,13.78,5.09,0.25,63
2021-09-21 04:00:00,50.9766,-170.5869,45.71,2.56,Aleutian Arc,1.168,262.7,4.074,8,1.05,11.86,0.271,47
2021-09-22 17:00:00,-6.3679,102.7742,32.52,2.38,Sumatra Fault,1.136,264.1,2.416,57,15.77,2.98,0.085,54
2021-09-23 00:00:00,37.6939,-89.2301,14.63,2.05,New Madrid Zone,1.189,185.1,1.794,36,12.89,10.42,0.437,29
2021-09-23 05:00:00,41.7318,37.0985,17.49,4.81,Anatolian Fault,1.318,33.0,3.293,102,3.57,9.96,0.414,25
2021-09-23 06:00:00,-2.1706,100.551,38.29,3.05,Sumatra Fault,0.712,187.5,4.966,115,14.18,2.51,0.186,70
2021-09-23 15:00:00,49.6698,-172.3266,33.16,3.9,Aleutian Arc,0.541,74.1,0.21,24,9.12,3.78,0.137,70
2021-09-24 07:00:00,48.5982,-172.9607,33.97,2.85,Aleutian Arc,0.633,195.0,0.436,93,0.75,9.55,0.222,17
2021-09-25 18:00:00,26.129,84.2956,42.55,2.41,Himalayan Belt,1.432,234.1,4.465,113,18.59,11.4,0.281,10
2021-09-26 01:00:00,48.1736,-174.1781,37.68,3.42,Aleutian Arc,1.423,135.2,1.745,81,3.57,7.01,0.018,48
2021-09-26 08:00:00,24.5918,77.81,43.76,2.6,Himalayan Belt,0.874,90.4,3.351,10,4.14,14.18,0.477,40
2021-09-27 10:00:00,37.0835,-87.1038,8.39,5.07,New Madrid Zone,0.248,25.1,0.089,10,18.24,5.44,0.156,35
2021-09-27 13:00:00,44.2354,-125.1048,31.93,2.23,Cascadia Zone,1.419,334.4,3.006,36,5.03,11.24,0.491,8
2021-09-28 10:00:00,17.5872,-61.7456,12.21,2.52,Caribbean Arc,0.369,69.0,1.472,8,14.89,3.95,0.071,56
2021-09-28 11:00:00,39.2902,-88.4,9.43,5.24,New Madrid Zone,1.215,21.1,2.257,105,6.83,10.93,0.332,14
2021-09-28 14:00:00,43.2369,-119.7644,25.2,2.84,Cascadia Zone,0.392,282.0,4.741,107,6.5,6.15,0.406,48
2021-09-28 14:00:00,46.0512,-120.982,30.47,4.6,Cascadia Zone,0.149,178.8,4.425,87,17.42,10.14,0.032,77
2021-09-28 21:00:00,35.2516,-84.5637,12.51,3.21,New Madrid Zone,0.286,148.8,3.538,116,3.44,6.22,0.057,21
2021-09-29 07:00:00,-0.9651,102.5251,40.2,2.27,Sumatra Fault,0.485,161.6,0.292,94,1.89,13.37,0.435,77
2021-09-29 08:00:00,11.1324,-59.5594,12.48,2.2,Caribbean Arc,0.713,205.2,4.885,77,11.86,5.76,0.319,4
2021-09-29 11:00:00,28.2967,86.8691,26.94,2.48,Himalayan Belt,1.256,329.1,4.018,54,12.73,12.86,0.25,19
2021-09-29 13:00:00,14.6321,-63.3551,22.83,2.38,Caribbean Arc,1.245,191.0,0.239,113,5.96,13.73,0.408,34
2021-09-30 02:00:00,31.8772,-90.0846,15.7,3.29,New Madrid Zone,0.496,144.7,0.524,87,10.13,10.66,0.132,27
2021-09-30 13:00:00,-7.6814,101.693,57.36,2.61,Sumatra Fault,1.192,278.7,2.601,103,7.89,13.34,0.128,24
2021-10-01 02:00:00,0.5228,97.4835,32.85,2.49,Sumatra Fault,1.108,46.5,0.227,96,14.27,12.49,0.342,60
2021-10-01 23:00:00,24.8947,78.1371,16.63,4.99,Himalayan Belt,0.325,244.9,4.994,95,8.99,12.23,0.375,9
2021-10-02 00:00:00,27.4787,77.2396,37.93,3.04,Himalayan Belt,0.172,89.6,0.381,38,12.59,8.54,0.31,45
2021-10-02 09:00:00,-6.1273,100.4747,41.65,2.42,Sumatra Fault,0.459,274.9,2.531,14,12.58,8.58,0.176,3
2021-10-02 13:00:00,11.6661,-63.6781,18.71,5.33,Caribbean Arc,0.398,285.3,4.615,51,3.54,4.72,0.116,18
2021-10-03 00:00:00,53.0732,-173.7045,73.58,2.53,Aleutian Arc,0.322,88.0,4.96,91,19.24,4.51,0.091,41
2021-10-03 21:00:00,48.0079,-120.7973,13.71,2.22,Cascadia Zone,1.192,221.7,2.856,90,4.95,11.0,0.211,54
2021-10-04 10:00:00,24.1269,83.345,19.69,2.25,Himalayan Belt,1.488,314.1,2.97,66,19.97,8.26,0.216,73
2021-10-04 14:00:00,-5.4285,104.1939,25.98,2.56,Sumatra Fault,0.305,291.6,1.183,80,8.16,8.98,0.063,4
2021-10-05 14:00:00,40.5039,-87.506,9.16,2.91,New Madrid Zone,0.996,213.1,0.897,8,6.82,6.47,0.04,65
2021-10-05 16:00:00,27.3336,148.3357,45.41,2.19,Pacific Ring,0.118,101.1,2.961,57,9.92,9.94,0.125,24
2021-10-05 16:00:00,0.0163,103.1611,30.49,4.3,Sumatra Fault,1.231,275.5,1.496,13,3.61,1.48,0.129,38
2021-10-05 17:00:00,35.488,33.3242,20.49,5.07,Anatolian Fault,0.304,164.0,3.277,85,17.28,2.79,0.476,7
2021-10-05 22:00:00,16.7371,-65.9224,24.26,2.26,Caribbean Arc,1.471,173.3,4.089,63,9.97,13.96,0.446,63
2021-10-06 12:00:00,34.0552,148.9276,29.41,5.64,Pacific Ring,0.633,281.3,1.529,25,10.92,8.54,0.415,38
